album,file,genre,native_sr,hf_edge
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,10-nevertel-icon.flac,Rock,44100,16731
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,11-nevertel-playground.flac,Rock,44100,17183
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,12-nevertel-starting_over.flac,Rock,48000,19957
Nevertel-Start_Again-24BIT-WEB-FLAC-2025-FLACCiD,13-nevertel-ever_after.flac,Rock,48000,20871
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,01. Nickelback - Something in Your Mouth.flac,Rock,44100,17678
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,02. Nickelback - Burn It to the Ground.flac,Rock,44100,18077
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,03. Nickelback - Gotta Be Somebody.flac,Rock,44100,17624
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,04. Nickelback - I'd Come for You.flac,Rock,44100,17764
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,05. Nickelback - Next Go Round.flac,Rock,44100,17603
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,06. Nickelback - Just to Get High.flac,Rock,44100,17775
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,07. Nickelback - Never Gonna Be Alone.flac,Rock,44100,19229
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,08. Nickelback - Shakin' Hands.flac,Rock,44100,17840
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,09. Nickelback - S.E.X.flac,Rock,44100,17754
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,10. Nickelback - If Today Was Your Last Day.flac,Rock,44100,18540
Nickelback-Dark Horse-16BIT-44.1KHZ-WEB-FLAC-2008-TOASTY,11. Nickelback - This Afternoon.flac,Rock,44100,18421
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,01-rain_city_drive-waiting_on_you.flac,Rock,96000,31078
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,02-rain_city_drive-gardens_of_misery.flac,Rock,96000,31335
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,03-rain_city_drive-dreams.flac,Rock,96000,48000
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,04-rain_city_drive-dying_for.flac,Rock,96000,31007
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,05-rain_city_drive-nothing_left.flac,Rock,96000,48000
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,06-rain_city_drive-psycho.flac,Rock,96000,31171
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,07-rain_city_drive-cutting_it_close.flac,Rock,96000,48000
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,08-rain_city_drive-blood_runs_cold.flac,Rock,96000,48000
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,09-rain_city_drive-eternity.flac,Rock,96000,48000
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,10-rain_city_drive-ophelia.flac,Rock,96000,33070
Rain_City_Drive-Rain_City_Drive-24BIT-96KHZ-WEB-FLAC-2022-FLACCiD,11-rain_city_drive-if_i_was_right.flac,Rock,96000,48000
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,01-sublime-ensenada.flac,Rock,44100,17807
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,02-sublime-wizard.flac,Rock,44100,17797
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,03-sublime-cant_miss_you.flac,Rock,44100,17775
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,04-sublime-backwards_(feat_fidlar).flac,Rock,44100,19089
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,05-sublime-maybe_partying_will_help_pt_1.flac,Rock,44100,18400
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,06-sublime-favorite_song_(feat_skegss).flac,Rock,44100,19853
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,07-sublime-personal_hell.flac,Rock,44100,16914
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,08-sublime-ftr.flac,Rock,44100,18809
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,09-sublime-evil_men.flac,Rock,44100,17754
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,10-sublime-treys_song_(feat_hr_of_bad_brains).flac,Rock,44100,18410
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,12-sublime-the_problem_with_that_is_it_makes_me_stoked.flac,Rock,44100,18636
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,13-sublime-gangstalker.flac,Rock,44100,17775
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,14-sublime-figueroa.flac,Rock,44100,18432
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,15-sublime-froggy.flac,Rock,44100,18497
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,16-sublime-come_correct_(feat_g_love_and_special_sauce).flac,Rock,44100,14481
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,17-sublime-what_for.flac,Rock,44100,18507
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,18-sublime-247-369_(feat_fletcher_dragge_of_pennywise).flac,Rock,44100,18400
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,19-sublime-maybe_partying_will_help_pt_2.flac,Rock,44100,17958
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,20-sublime-until_the_sun_explodes.flac,Rock,44100,17366
Sublime-Until_The_Sun_Explodes-CD-FLAC-2026-PERFECT,21-sublime-thanx_again.flac,Rock,44100,18335
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,01-nothing_more-_carnal.flac,Rock/Metal,48000,20625
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,02-nothing_more-house_on_sand_(feat._eric_v._of_i_prevail).flac,Rock/Metal,48000,20308
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,03-nothing_more-if_it_doesnt_hurt.flac,Rock/Metal,48000,19921
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,04-nothing_more-angel_song_(feat._david_draiman).flac,Rock/Metal,48000,20988
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,06-nothing_more-blame_it_on_the_drugs.flac,Rock/Metal,44100,18787
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,07-nothing_more-_head.flac,Rock/Metal,48000,21410
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,08-nothing_more-existential_dread.flac,Rock/Metal,44100,16462
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,09-nothing_more-_heart.flac,Rock/Metal,48000,19734
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,12-nothing_more-_sight.flac,Rock/Metal,44100,18981
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,13-nothing_more-stuck_(feat._sinizter).flac,Rock/Metal,44100,18723
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,14-nothing_more-run_for_your_life.flac,Rock/Metal,44100,18453
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,16-nothing_more-were_all_gonna_die.flac,Rock/Metal,48000,20132
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,17-nothing_more-freefall_(feat._chris_daughtry).flac,Rock/Metal,44100,18378
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,18-nothing_more-angel_song_(feat._david_draiman)_(live_at_aftershock).flac,Rock/Metal,48000,19101
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,19-nothing_more-house_on_sand_(feat._eric_v._of_i_prevail)_(mg_remix).flac,Rock/Metal,44100,18841
Nothing_More-CARNAL_(Deluxe)-24BIT-48KHZ-WEB-FLAC-2025-OBZEN,20-nothing_more-angel_song_(feat._david_draiman)_(jd_remix).flac,Rock/Metal,96000,35906
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,01-nothing_more-turn_it_up_like_(stand_in_the_fire).flac,Rock/Metal,48000,21316
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,02-nothing_more-tired_of_winning.flac,Rock/Metal,48000,21328
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,03-nothing_more-ships_in_the_night.flac,Rock/Metal,48000,21375
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,04-nothing_more-you_dont_know_what_love_means.flac,Rock/Metal,48000,20800
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,05-nothing_more-dont_look_back.flac,Rock/Metal,48000,21058
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,06-nothing_more-the_other_f_word.flac,Rock/Metal,48000,21269
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,08-nothing_more-best_times.flac,Rock/Metal,48000,20835
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,09-nothing_more-deja_vu.flac,Rock/Metal,48000,21304
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,10-nothing_more-dream_with_me.flac,Rock/Metal,48000,21269
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,13-nothing_more-spirits.flac,Rock/Metal,48000,20636
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,15-nothing_more_taylor_acorn-you_dont_know_what_love_means_(feat._taylor_acorn)_(piano_version).flac,Rock/Metal,48000,19992
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,16-nothing_more_lacey_sturm-best_times_(feat._lacey_sturm).flac,Rock/Metal,48000,20871
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,18-nothing_more-tired_of_winning___ships_in_the_night_(live).flac,Rock/Metal,48000,20238
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,19-nothing_more-face_it_(live).flac,Rock/Metal,48000,20238
Nothing_More-SPIRITS-DELUXE_EDITION-24BIT-48KHZ-WEB-FLAC-2023-FLACCiD,20-nothing_more-tired_of_winning_(ahee_and_cymek_remix).flac,Rock/Metal,44100,17301
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,01. Honky Cat.flac,Rock/Pop,44100,18550
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,02. Mellow.flac,Rock/Pop,44100,18141
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,03. I Think I'm Going To Kill Myself.flac,Rock/Pop,44100,17506
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,04. Susie (Dramas).flac,Rock/Pop,44100,18453
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,"05. Rocket Man (I Think It's Going To Be A Long, Long Time).flac",Rock/Pop,44100,18766
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,06. Salvation.flac,Rock/Pop,44100,18281
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,08. Amy.flac,Rock/Pop,44100,17528
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,09. Mona Lisas And Mad Hatters.flac,Rock/Pop,44100,18292
Elton John - Honky Chateau (Remastered 1990) (1972 FLAC,10. Hercules.flac,Rock/Pop,44100,17280
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",01 - Just Breathe.flac,Vocal,44100,18755
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",02 - Tomorrow Night.flac,Vocal,44100,18066
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",03 - Once I Was Loved.flac,Vocal,44100,19627
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",04 - So Sad.flac,Vocal,44100,18809
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",05 - I See Your Face Before Me.flac,Vocal,44100,19498
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",06 - I Am The Big Easy.flac,Vocal,44100,17711
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",07 - The Boys And Me.flac,Vocal,44100,18098
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",09 - There's A River.flac,Vocal,44100,19379
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",10 - Freedom.flac,Vocal,44100,19498
"Jennifer Warnes - Another Time, Another Place (2018) [SACD] (2019 Impex)/Another Time, Another Place",11 - Why Worry.flac,Vocal,44100,18066
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,01 First We Take Manhattan.flac,Vocal,44100,18421
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,02 Bird on a Wire.flac,Vocal,44100,19832
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,03 Famous Blue Raincoat.flac,Vocal,44100,16472
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,04 Joan of Arc.flac,Vocal,44100,19250
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,05 Ain't No Cure For Love.flac,Vocal,44100,18303
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,06 Coming Back To You.flac,Vocal,44100,17689
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,08 A Singer Must Die.flac,Vocal,44100,17398
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,09 Came So Far For Beauty.flac,Vocal,44100,16989
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,10 Night Comes On.flac,Vocal,44100,16806
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,11 Ballad of the Runaway Horse.flac,Vocal,44100,17344
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,12 If It Be Your Will (Reprise).flac,Vocal,44100,17506
Jennifer Warnes-Famous.Blue.Raincoat.20th.Anniversary.Edition,13 Joan of Arc (Live in Belgium).flac,Vocal,44100,19132
Eva Cassidy - Songbird - 1998-2023 (24-44),01. Eva Cassidy - Fields Of Gold.flac,Vocal/acoustic,44100,15848
Eva Cassidy - Songbird - 1998-2023 (24-44),02. Eva Cassidy - Wade In The Water.flac,Vocal/acoustic,44100,17947
Eva Cassidy - Songbird - 1998-2023 (24-44),03. Eva Cassidy - Autumn Leaves.flac,Vocal/acoustic,44100,19573
Eva Cassidy - Songbird - 1998-2023 (24-44),04. Eva Cassidy - Wayfaring Stranger.flac,Vocal/acoustic,44100,18260
Eva Cassidy - Songbird - 1998-2023 (24-44),05. Eva Cassidy - Songbird.flac,Vocal/acoustic,44100,19562
Eva Cassidy - Songbird - 1998-2023 (24-44),06. Eva Cassidy - Time Is A Healer.flac,Vocal/acoustic,44100,17754
Eva Cassidy - Songbird - 1998-2023 (24-44),07. Eva Cassidy - I Know You By Heart.flac,Vocal/acoustic,44100,17377
Eva Cassidy - Songbird - 1998-2023 (24-44),08. Eva Cassidy - People Get Ready.flac,Vocal/acoustic,44100,17571
Eva Cassidy - Songbird - 1998-2023 (24-44),"09. Eva Cassidy - Oh, Had I A Golden Thread.flac",Vocal/acoustic,44100,18335
Eva Cassidy - Songbird - 1998-2023 (24-44),10. Eva Cassidy - Over The Rainbow.flac,Vocal/acoustic,44100,14201
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,01 You Take My Breath Away.flac,Vocal/acoustic,96000,21351
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,03 Songbird.flac,Vocal/acoustic,96000,32976
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,04 What A Wonderful World.flac,Vocal/acoustic,96000,20953
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,05 Ain't No Sunshine.flac,Vocal/acoustic,96000,20578
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,06 Wade In The Water.flac,Vocal/acoustic,96000,25757
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,07 Time After Time.flac,Vocal/acoustic,96000,18820
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,08 Autumn Leaves.flac,Vocal/acoustic,96000,20390
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,09 I Can Only Be Me.flac,Vocal/acoustic,96000,22640
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,10 Fields Of Gold.flac,Vocal/acoustic,96000,20695
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,11 True Colours.flac,Vocal/acoustic,96000,28289
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,12 Imagine.flac,Vocal/acoustic,96000,17976
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,13 Over The Rainbow.flac,Vocal/acoustic,96000,18210
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,15 Danny Boy.flac,Vocal/acoustic,96000,19593
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,16 People Get Ready.flac,Vocal/acoustic,96000,25335
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,17 Anniversary Song.flac,Vocal/acoustic,96000,25335
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,18 Early Morning Rain.flac,Vocal/acoustic,96000,19359
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,19 I Know You By Heart.flac,Vocal/acoustic,96000,25335
Eva Cassidy – The Best of Eva Cassidy (2013) LP 24-96,20 Tall Trees In Georgia.flac,Vocal/acoustic,96000,22218
